| epoch   1 |    10/ 1389 batches | lr 0.00 | ms/batch 30.03 | loss 11.45 | ppl 93609.87
| epoch  12 |   130/ 1389 batches | lr 0.93 | ms/batch 20.32 | loss  4.16 | ppl    63.97
| epoch  12 |   140/ 1389 batches | lr 0.92 | ms/batch 20.57 | loss  4.21 | ppl    67.64
| epoch  12 |   150/ 1389 batches | lr 0.92 | ms/batch 20.13 | loss  4.24 | ppl    69.37
| epoch  12 |   160/ 1389 batches | lr 0.92 | ms/batch 20.21 | loss  4.24 | ppl    69.10
| epoch  12 |   170/ 1389 batches | lr 0.92 | ms/batch 20.30 | loss  4.22 | ppl    68.24
| epoch  12 |   180/ 1389 batches | lr 0.92 | ms/batch 20.11 | loss  4.25 | ppl    70.20
| epoch  12 |   190/ 1389 batches | lr 0.92 | ms/batch 20.55 | loss  4.25 | ppl    69.80
| epoch  12 |   200/ 1389 batches | lr 0.92 | ms/batch 20.08 | loss  4.11 | ppl    61.02
| epoch  12 |   210/ 1389 batches | lr 0.92 | ms/batch 20.22 | loss  4.14 | ppl    62.78
| epoch  12 |   220/ 1389 batches | lr 0.92 | ms/batch 20.32 | loss  4.19 | ppl    66.15
| epoch  12 |   230/ 1389 batches | lr 0.92 | ms/batch 20.14 | loss  4.26 | ppl    70.82
| epoch  12 |   240/ 1389 batches | lr 0.92 | ms/batch 20.49 | loss  4.25 | ppl    70.21
| epoch  12 |   250/ 1389 batches | lr 0.92 | ms/batch 20.10 | loss  4.09 | ppl    59.94
| epoch  12 |   260/ 1389 batches | lr 0.92 | ms/batch 20.24 | loss  4.19 | ppl    66.03
| epoch  12 |   270/ 1389 batches | lr 0.92 | ms/batch 20.30 | loss  4.20 | ppl    66.66
| epoch  12 |   280/ 1389 batches | lr 0.92 | ms/batch 20.69 | loss  4.15 | ppl    63.38
| epoch  12 |   290/ 1389 batches | lr 0.92 | ms/batch 20.15 | loss  4.21 | ppl    67.65
| epoch  12 |   300/ 1389 batches | lr 0.92 | ms/batch 20.06 | loss  4.28 | ppl    72.01
| epoch  12 |   310/ 1389 batches | lr 0.92 | ms/batch 20.50 | loss  4.15 | ppl    63.52
| epoch  12 |   320/ 1389 batches | lr 0.92 | ms/batch 19.93 | loss  4.23 | ppl    68.69
| epoch  12 |   330/ 1389 batches | lr 0.92 | ms/batch 20.25 | loss  4.21 | ppl    67.43
| epoch  12 |   340/ 1389 batches | lr 0.92 | ms/batch 20.39 | loss  4.23 | ppl    68.47
| epoch  12 |   350/ 1389 batches | lr 0.92 | ms/batch 20.10 | loss  4.18 | ppl    65.34
| epoch  12 |   360/ 1389 batches | lr 0.92 | ms/batch 20.25 | loss  4.24 | ppl    69.39
| epoch  12 |   370/ 1389 batches | lr 0.92 | ms/batch 20.56 | loss  4.31 | ppl    74.77
| epoch  12 |   380/ 1389 batches | lr 0.92 | ms/batch 20.02 | loss  4.34 | ppl    77.00
| epoch  12 |   390/ 1389 batches | lr 0.92 | ms/batch 20.39 | loss  4.38 | ppl    79.73
| epoch  12 |   400/ 1389 batches | lr 0.92 | ms/batch 20.12 | loss  4.23 | ppl    68.48
| epoch  12 |   410/ 1389 batches | lr 0.92 | ms/batch 20.46 | loss  4.20 | ppl    66.94
| epoch  12 |   420/ 1389 batches | lr 0.92 | ms/batch 20.11 | loss  4.18 | ppl    65.34
| epoch  12 |   430/ 1389 batches | lr 0.92 | ms/batch 20.30 | loss  4.14 | ppl    62.51
| epoch  12 |   440/ 1389 batches | lr 0.92 | ms/batch 20.32 | loss  4.21 | ppl    67.53
| epoch  12 |   450/ 1389 batches | lr 0.92 | ms/batch 20.32 | loss  4.22 | ppl    67.77
| epoch  12 |   460/ 1389 batches | lr 0.92 | ms/batch 20.23 | loss  4.25 | ppl    70.13
| epoch  12 |   470/ 1389 batches | lr 0.92 | ms/batch 20.36 | loss  4.33 | ppl    76.00
| epoch  12 |   480/ 1389 batches | lr 0.91 | ms/batch 20.13 | loss  4.29 | ppl    72.78
| epoch  12 |   490/ 1389 batches | lr 0.91 | ms/batch 20.32 | loss  4.15 | ppl    63.67
| epoch  12 |   500/ 1389 batches | lr 0.91 | ms/batch 20.34 | loss  4.20 | ppl    66.88
| epoch  12 |   510/ 1389 batches | lr 0.91 | ms/batch 20.23 | loss  4.04 | ppl    56.59
| epoch  12 |   520/ 1389 batches | lr 0.91 | ms/batch 20.42 | loss  4.17 | ppl    64.81
| epoch  12 |   530/ 1389 batches | lr 0.91 | ms/batch 20.10 | loss  4.19 | ppl    65.88
| epoch  12 |   540/ 1389 batches | lr 0.91 | ms/batch 20.30 | loss  4.18 | ppl    65.68
| epoch  12 |   550/ 1389 batches | lr 0.91 | ms/batch 20.25 | loss  4.09 | ppl    59.51
| epoch  12 |   560/ 1389 batches | lr 0.91 | ms/batch 20.39 | loss  4.17 | ppl    64.99
| epoch  12 |   570/ 1389 batches | lr 0.91 | ms/batch 20.22 | loss  4.21 | ppl    67.67
| epoch  12 |   580/ 1389 batches | lr 0.91 | ms/batch 20.30 | loss  4.29 | ppl    73.04
| epoch  12 |   590/ 1389 batches | lr 0.91 | ms/batch 20.56 | loss  4.21 | ppl    67.21
| epoch  12 |   600/ 1389 batches | lr 0.91 | ms/batch 20.05 | loss  4.15 | ppl    63.12
| epoch  12 |   610/ 1389 batches | lr 0.91 | ms/batch 20.45 | loss  4.15 | ppl    63.49
| epoch  12 |   620/ 1389 batches | lr 0.91 | ms/batch 19.93 | loss  4.15 | ppl    63.67
| epoch  12 |   630/ 1389 batches | lr 0.91 | ms/batch 20.34 | loss  4.10 | ppl    60.40
| epoch  12 |   640/ 1389 batches | lr 0.91 | ms/batch 20.62 | loss  4.14 | ppl    63.05
| epoch  12 |   650/ 1389 batches | lr 0.91 | ms/batch 20.03 | loss  4.19 | ppl    66.29
| epoch  12 |   660/ 1389 batches | lr 0.91 | ms/batch 20.22 | loss  4.21 | ppl    67.59
| epoch  12 |   670/ 1389 batches | lr 0.91 | ms/batch 20.21 | loss  4.22 | ppl    67.78
| epoch  12 |   680/ 1389 batches | lr 0.91 | ms/batch 20.33 | loss  4.14 | ppl    62.66
| epoch  12 |   690/ 1389 batches | lr 0.91 | ms/batch 20.67 | loss  4.06 | ppl    57.84
| epoch  12 |   700/ 1389 batches | lr 0.91 | ms/batch 20.03 | loss  4.06 | ppl    58.22
| epoch  12 |   710/ 1389 batches | lr 0.91 | ms/batch 20.14 | loss  4.16 | ppl    64.06
| epoch  12 |   720/ 1389 batches | lr 0.91 | ms/batch 20.16 | loss  4.15 | ppl    63.21
| epoch  12 |   730/ 1389 batches | lr 0.91 | ms/batch 20.39 | loss  4.15 | ppl    63.31
| epoch  12 |   740/ 1389 batches | lr 0.91 | ms/batch 20.61 | loss  4.16 | ppl    63.79
| epoch  12 |   750/ 1389 batches | lr 0.91 | ms/batch 19.89 | loss  4.07 | ppl    58.83
| epoch  12 |   760/ 1389 batches | lr 0.91 | ms/batch 20.24 | loss  4.22 | ppl    68.16
| epoch  12 |   770/ 1389 batches | lr 0.91 | ms/batch 20.15 | loss  4.24 | ppl    69.36
| epoch  12 |   780/ 1389 batches | lr 0.91 | ms/batch 20.41 | loss  4.15 | ppl    63.49
| epoch  12 |   790/ 1389 batches | lr 0.91 | ms/batch 20.57 | loss  4.07 | ppl    58.48
| epoch  12 |   800/ 1389 batches | lr 0.91 | ms/batch 20.16 | loss  4.21 | ppl    67.12
| epoch  12 |   810/ 1389 batches | lr 0.91 | ms/batch 20.00 | loss  4.17 | ppl    64.92
| epoch  12 |   820/ 1389 batches | lr 0.91 | ms/batch 20.26 | loss  4.17 | ppl    64.70
| epoch  12 |   830/ 1389 batches | lr 0.90 | ms/batch 20.32 | loss  4.11 | ppl    61.10
| epoch  12 |   840/ 1389 batches | lr 0.90 | ms/batch 20.61 | loss  4.03 | ppl    56.28
| epoch  12 |   850/ 1389 batches | lr 0.90 | ms/batch 19.91 | loss  4.08 | ppl    59.10
| epoch  12 |   860/ 1389 batches | lr 0.90 | ms/batch 20.25 | loss  4.11 | ppl    60.89
| epoch  12 |   870/ 1389 batches | lr 0.90 | ms/batch 20.26 | loss  4.24 | ppl    69.29
| epoch  12 |   880/ 1389 batches | lr 0.90 | ms/batch 20.41 | loss  4.08 | ppl    59.27
| epoch  12 |   890/ 1389 batches | lr 0.90 | ms/batch 21.33 | loss  4.05 | ppl    57.51
| epoch  12 |   900/ 1389 batches | lr 0.90 | ms/batch 19.76 | loss  4.18 | ppl    65.39
| epoch  12 |   910/ 1389 batches | lr 0.90 | ms/batch 19.74 | loss  4.17 | ppl    64.77
| epoch  12 |   920/ 1389 batches | lr 0.90 | ms/batch 20.01 | loss  4.10 | ppl    60.35
| epoch  12 |   930/ 1389 batches | lr 0.90 | ms/batch 20.36 | loss  4.25 | ppl    69.89
| epoch  12 |   940/ 1389 batches | lr 0.90 | ms/batch 20.64 | loss  4.20 | ppl    66.55
| epoch  12 |   950/ 1389 batches | lr 0.90 | ms/batch 19.73 | loss  4.11 | ppl    60.81
| epoch  12 |   960/ 1389 batches | lr 0.90 | ms/batch 20.29 | loss  4.11 | ppl    61.18
| epoch  12 |   970/ 1389 batches | lr 0.90 | ms/batch 20.18 | loss  4.07 | ppl    58.54
| epoch  12 |   980/ 1389 batches | lr 0.90 | ms/batch 20.36 | loss  4.07 | ppl    58.47
| epoch  12 |   990/ 1389 batches | lr 0.90 | ms/batch 20.76 | loss  4.17 | ppl    64.84
| epoch  12 |  1000/ 1389 batches | lr 0.90 | ms/batch 19.72 | loss  4.17 | ppl    64.78
| epoch  12 |  1010/ 1389 batches | lr 0.90 | ms/batch 20.39 | loss  4.14 | ppl    63.00
| epoch  12 |  1020/ 1389 batches | lr 0.90 | ms/batch 20.06 | loss  4.11 | ppl    60.67
| epoch  12 |  1030/ 1389 batches | lr 0.90 | ms/batch 20.52 | loss  3.99 | ppl    54.19
| epoch  12 |  1040/ 1389 batches | lr 0.90 | ms/batch 20.36 | loss  4.05 | ppl    57.36
| epoch  12 |  1050/ 1389 batches | lr 0.90 | ms/batch 19.88 | loss  3.92 | ppl    50.49
| epoch  12 |  1060/ 1389 batches | lr 0.90 | ms/batch 20.32 | loss  3.99 | ppl    54.03
| epoch  12 |  1070/ 1389 batches | lr 0.90 | ms/batch 20.12 | loss  4.15 | ppl    63.46
| epoch  12 |  1080/ 1389 batches | lr 0.90 | ms/batch 20.35 | loss  4.06 | ppl    57.78
| epoch  12 |  1090/ 1389 batches | lr 0.90 | ms/batch 20.58 | loss  4.14 | ppl    63.08
| epoch  12 |  1100/ 1389 batches | lr 0.90 | ms/batch 19.87 | loss  4.11 | ppl    61.18
| epoch  12 |  1110/ 1389 batches | lr 0.90 | ms/batch 20.32 | loss  4.27 | ppl    71.22
| epoch  12 |  1120/ 1389 batches | lr 0.90 | ms/batch 20.39 | loss  4.10 | ppl    60.49
| epoch  12 |  1130/ 1389 batches | lr 0.90 | ms/batch 20.26 | loss  4.15 | ppl    63.55
| epoch  12 |  1140/ 1389 batches | lr 0.90 | ms/batch 20.58 | loss  4.13 | ppl    61.89
| epoch  12 |  1150/ 1389 batches | lr 0.90 | ms/batch 19.78 | loss  4.21 | ppl    67.48
| epoch  12 |  1160/ 1389 batches | lr 0.90 | ms/batch 20.30 | loss  4.00 | ppl    54.72
| epoch  12 |  1170/ 1389 batches | lr 0.90 | ms/batch 20.20 | loss  4.08 | ppl    58.86
| epoch  12 |  1180/ 1389 batches | lr 0.90 | ms/batch 20.28 | loss  4.18 | ppl    65.69
| epoch  12 |  1190/ 1389 batches | lr 0.90 | ms/batch 20.65 | loss  4.06 | ppl    57.99
| epoch  12 |  1200/ 1389 batches | lr 0.89 | ms/batch 20.35 | loss  4.24 | ppl    69.29
| epoch  12 |  1210/ 1389 batches | lr 0.89 | ms/batch 20.07 | loss  4.30 | ppl    74.06
| epoch  12 |  1220/ 1389 batches | lr 0.89 | ms/batch 19.95 | loss  4.08 | ppl    58.98
| epoch  12 |  1230/ 1389 batches | lr 0.89 | ms/batch 20.31 | loss  4.12 | ppl    61.47
| epoch  12 |  1240/ 1389 batches | lr 0.89 | ms/batch 20.41 | loss  4.10 | ppl    60.54
| epoch  12 |  1250/ 1389 batches | lr 0.89 | ms/batch 20.06 | loss  4.12 | ppl    61.72
| epoch  12 |  1260/ 1389 batches | lr 0.89 | ms/batch 20.60 | loss  4.25 | ppl    70.33
| epoch  12 |  1270/ 1389 batches | lr 0.89 | ms/batch 19.88 | loss  4.14 | ppl    62.92
| epoch  12 |  1280/ 1389 batches | lr 0.89 | ms/batch 20.41 | loss  4.03 | ppl    56.53
| epoch  12 |  1290/ 1389 batches | lr 0.89 | ms/batch 20.33 | loss  4.08 | ppl    59.19
| epoch  12 |  1300/ 1389 batches | lr 0.89 | ms/batch 20.48 | loss  4.13 | ppl    62.42
| epoch  12 |  1310/ 1389 batches | lr 0.89 | ms/batch 20.07 | loss  4.06 | ppl    57.87
| epoch  12 |  1320/ 1389 batches | lr 0.89 | ms/batch 20.47 | loss  4.16 | ppl    64.34
| epoch  12 |  1330/ 1389 batches | lr 0.89 | ms/batch 20.04 | loss  4.16 | ppl    64.24
| epoch  12 |  1340/ 1389 batches | lr 0.89 | ms/batch 20.24 | loss  4.20 | ppl    66.41
| epoch  12 |  1350/ 1389 batches | lr 0.89 | ms/batch 20.33 | loss  4.16 | ppl    64.04
| epoch  12 |  1360/ 1389 batches | lr 0.89 | ms/batch 20.36 | loss  4.15 | ppl    63.52
| epoch  12 |  1370/ 1389 batches | lr 0.89 | ms/batch 20.42 | loss  4.06 | ppl    58.24
| epoch  12 |  1380/ 1389 batches | lr 0.89 | ms/batch 20.13 | loss  4.08 | ppl    59.05
-----------------------------------------------------------------------------------------
| end of epoch  12 | time: 29.65s | valid loss  4.72 | valid ppl   112.34
-----------------------------------------------------------------------------------------
| epoch  13 |    10/ 1389 batches | lr 0.89 | ms/batch 22.45 | loss  4.54 | ppl    94.13
| epoch  13 |    20/ 1389 batches | lr 0.89 | ms/batch 20.31 | loss  4.13 | ppl    62.41
| epoch  13 |    30/ 1389 batches | lr 0.89 | ms/batch 20.43 | loss  4.16 | ppl    63.84
| epoch  13 |    40/ 1389 batches | lr 0.89 | ms/batch 20.18 | loss  4.17 | ppl    64.41
| epoch  13 |    50/ 1389 batches | lr 0.89 | ms/batch 20.22 | loss  4.16 | ppl    63.82
| epoch  13 |    60/ 1389 batches | lr 0.89 | ms/batch 20.40 | loss  4.13 | ppl    62.26
| epoch  13 |    70/ 1389 batches | lr 0.89 | ms/batch 20.30 | loss  4.07 | ppl    58.71
| epoch  13 |    80/ 1389 batches | lr 0.89 | ms/batch 20.35 | loss  4.19 | ppl    65.90
| epoch  13 |    90/ 1389 batches | lr 0.89 | ms/batch 20.30 | loss  4.23 | ppl    68.87
| epoch  13 |   100/ 1389 batches | lr 0.89 | ms/batch 20.24 | loss  4.19 | ppl    66.29
| epoch  13 |   110/ 1389 batches | lr 0.89 | ms/batch 20.33 | loss  4.17 | ppl    64.80
| epoch  13 |   120/ 1389 batches | lr 0.89 | ms/batch 20.28 | loss  4.04 | ppl    56.64
| epoch  13 |   130/ 1389 batches | lr 0.89 | ms/batch 20.43 | loss  4.11 | ppl    60.90
| epoch  13 |   140/ 1389 batches | lr 0.89 | ms/batch 20.09 | loss  4.18 | ppl    65.40
| epoch  13 |   150/ 1389 batches | lr 0.89 | ms/batch 20.36 | loss  4.18 | ppl    65.55
| epoch  13 |   160/ 1389 batches | lr 0.89 | ms/batch 20.38 | loss  4.19 | ppl    65.73
| epoch  13 |   170/ 1389 batches | lr 0.89 | ms/batch 20.19 | loss  4.17 | ppl    64.66
| epoch  13 |   180/ 1389 batches | lr 0.88 | ms/batch 20.52 | loss  4.20 | ppl    67.00
| epoch  13 |   190/ 1389 batches | lr 0.88 | ms/batch 20.03 | loss  4.19 | ppl    65.95
| epoch  13 |   200/ 1389 batches | lr 0.88 | ms/batch 20.33 | loss  4.07 | ppl    58.52
| epoch  13 |   210/ 1389 batches | lr 0.88 | ms/batch 20.26 | loss  4.10 | ppl    60.49
| epoch  13 |   220/ 1389 batches | lr 0.88 | ms/batch 20.25 | loss  4.14 | ppl    62.94
| epoch  13 |   230/ 1389 batches | lr 0.88 | ms/batch 20.27 | loss  4.21 | ppl    67.22
| epoch  13 |   240/ 1389 batches | lr 0.88 | ms/batch 20.27 | loss  4.21 | ppl    67.30
| epoch  13 |   250/ 1389 batches | lr 0.88 | ms/batch 20.35 | loss  4.06 | ppl    57.76
| epoch  13 |   260/ 1389 batches | lr 0.88 | ms/batch 20.20 | loss  4.15 | ppl    63.57
| epoch  13 |   270/ 1389 batches | lr 0.88 | ms/batch 20.28 | loss  4.15 | ppl    63.21
| epoch  13 |   280/ 1389 batches | lr 0.88 | ms/batch 20.26 | loss  4.10 | ppl    60.37
| epoch  13 |   290/ 1389 batches | lr 0.88 | ms/batch 20.26 | loss  4.16 | ppl    64.11
| epoch  13 |   300/ 1389 batches | lr 0.88 | ms/batch 20.29 | loss  4.22 | ppl    67.85
| epoch  13 |   310/ 1389 batches | lr 0.88 | ms/batch 20.25 | loss  4.11 | ppl    60.71
| epoch  13 |   320/ 1389 batches | lr 0.88 | ms/batch 20.32 | loss  4.17 | ppl    65.00
| epoch  13 |   330/ 1389 batches | lr 0.88 | ms/batch 20.31 | loss  4.16 | ppl    63.92
| epoch  13 |   340/ 1389 batches | lr 0.88 | ms/batch 20.30 | loss  4.18 | ppl    65.55
| epoch  13 |   350/ 1389 batches | lr 0.88 | ms/batch 20.28 | loss  4.13 | ppl    62.07
| epoch  13 |   360/ 1389 batches | lr 0.88 | ms/batch 20.42 | loss  4.18 | ppl    65.16
| epoch  13 |   370/ 1389 batches | lr 0.88 | ms/batch 20.24 | loss  4.24 | ppl    69.74
| epoch  13 |   380/ 1389 batches | lr 0.88 | ms/batch 20.37 | loss  4.28 | ppl    72.23
| epoch  13 |   390/ 1389 batches | lr 0.88 | ms/batch 20.27 | loss  4.32 | ppl    75.25
| epoch  13 |   400/ 1389 batches | lr 0.88 | ms/batch 20.33 | loss  4.20 | ppl    66.45
| epoch  13 |   410/ 1389 batches | lr 0.88 | ms/batch 20.41 | loss  4.16 | ppl    63.80
| epoch  13 |   420/ 1389 batches | lr 0.88 | ms/batch 20.35 | loss  4.15 | ppl    63.63
| epoch  13 |   430/ 1389 batches | lr 0.88 | ms/batch 20.18 | loss  4.10 | ppl    60.36
| epoch  13 |   440/ 1389 batches | lr 0.88 | ms/batch 20.34 | loss  4.18 | ppl    65.40
| epoch  13 |   450/ 1389 batches | lr 0.88 | ms/batch 20.12 | loss  4.18 | ppl    65.21
| epoch  13 |   460/ 1389 batches | lr 0.88 | ms/batch 20.32 | loss  4.21 | ppl    67.38
| epoch  13 |   470/ 1389 batches | lr 0.88 | ms/batch 20.69 | loss  4.28 | ppl    72.29
| epoch  13 |   480/ 1389 batches | lr 0.88 | ms/batch 20.09 | loss  4.23 | ppl    68.86
| epoch  13 |   490/ 1389 batches | lr 0.88 | ms/batch 20.36 | loss  4.10 | ppl    60.63
| epoch  13 |   500/ 1389 batches | lr 0.88 | ms/batch 20.69 | loss  4.16 | ppl    64.31
| epoch  13 |   510/ 1389 batches | lr 0.88 | ms/batch 19.92 | loss  3.98 | ppl    53.43
| epoch  13 |   520/ 1389 batches | lr 0.88 | ms/batch 20.60 | loss  4.12 | ppl    61.50
| epoch  13 |   530/ 1389 batches | lr 0.88 | ms/batch 19.93 | loss  4.14 | ppl    62.98
| epoch  13 |   540/ 1389 batches | lr 0.88 | ms/batch 20.33 | loss  4.11 | ppl    61.21
| epoch  13 |   550/ 1389 batches | lr 0.88 | ms/batch 20.23 | loss  4.04 | ppl    56.66
| epoch  13 |   560/ 1389 batches | lr 0.88 | ms/batch 20.20 | loss  4.12 | ppl    61.80
| epoch  13 |   570/ 1389 batches | lr 0.87 | ms/batch 20.20 | loss  4.17 | ppl    64.85
| epoch  13 |   580/ 1389 batches | lr 0.87 | ms/batch 20.54 | loss  4.25 | ppl    70.08
| epoch  13 |   590/ 1389 batches | lr 0.87 | ms/batch 20.16 | loss  4.18 | ppl    65.38
| epoch  13 |   600/ 1389 batches | lr 0.87 | ms/batch 20.29 | loss  4.08 | ppl    59.09
| epoch  13 |   610/ 1389 batches | lr 0.87 | ms/batch 20.24 | loss  4.12 | ppl    61.57
| epoch  13 |   620/ 1389 batches | lr 0.87 | ms/batch 20.21 | loss  4.11 | ppl    60.91
| epoch  13 |   630/ 1389 batches | lr 0.87 | ms/batch 20.38 | loss  4.06 | ppl    58.08
| epoch  13 |   640/ 1389 batches | lr 0.87 | ms/batch 20.26 | loss  4.10 | ppl    60.37
| epoch  13 |   650/ 1389 batches | lr 0.87 | ms/batch 20.36 | loss  4.14 | ppl    62.81
| epoch  13 |   660/ 1389 batches | lr 0.87 | ms/batch 20.44 | loss  4.15 | ppl    63.67
| epoch  13 |   670/ 1389 batches | lr 0.87 | ms/batch 20.25 | loss  4.16 | ppl    63.76
| epoch  13 |   680/ 1389 batches | lr 0.87 | ms/batch 20.32 | loss  4.09 | ppl    59.68
| epoch  13 |   690/ 1389 batches | lr 0.87 | ms/batch 20.22 | loss  4.02 | ppl    55.68
| epoch  13 |   700/ 1389 batches | lr 0.87 | ms/batch 20.20 | loss  4.03 | ppl    56.40
| epoch  13 |   710/ 1389 batches | lr 0.87 | ms/batch 20.57 | loss  4.11 | ppl    61.19
| epoch  13 |   720/ 1389 batches | lr 0.87 | ms/batch 20.49 | loss  4.11 | ppl    61.06
| epoch  13 |   730/ 1389 batches | lr 0.87 | ms/batch 20.67 | loss  4.09 | ppl    59.83
| epoch  13 |   740/ 1389 batches | lr 0.87 | ms/batch 19.60 | loss  4.11 | ppl    61.10
| epoch  13 |   750/ 1389 batches | lr 0.87 | ms/batch 20.18 | loss  4.04 | ppl    56.69
| epoch  13 |   760/ 1389 batches | lr 0.87 | ms/batch 20.29 | loss  4.18 | ppl    65.56
| epoch  13 |   770/ 1389 batches | lr 0.87 | ms/batch 20.26 | loss  4.19 | ppl    65.81
| epoch  13 |   780/ 1389 batches | lr 0.87 | ms/batch 20.30 | loss  4.12 | ppl    61.26
| epoch  13 |   790/ 1389 batches | lr 0.87 | ms/batch 20.33 | loss  4.05 | ppl    57.12
| epoch  13 |   800/ 1389 batches | lr 0.87 | ms/batch 20.22 | loss  4.16 | ppl    63.79
| epoch  13 |   810/ 1389 batches | lr 0.87 | ms/batch 20.99 | loss  4.14 | ppl    62.62
| epoch  13 |   820/ 1389 batches | lr 0.87 | ms/batch 20.55 | loss  4.14 | ppl    62.90
| epoch  13 |   830/ 1389 batches | lr 0.87 | ms/batch 19.62 | loss  4.07 | ppl    58.29
| epoch  13 |   840/ 1389 batches | lr 0.87 | ms/batch 19.78 | loss  3.99 | ppl    54.13
| epoch  13 |   850/ 1389 batches | lr 0.87 | ms/batch 20.12 | loss  4.03 | ppl    56.10
| epoch  13 |   860/ 1389 batches | lr 0.87 | ms/batch 20.77 | loss  4.06 | ppl    57.95
| epoch  13 |   870/ 1389 batches | lr 0.87 | ms/batch 19.97 | loss  4.20 | ppl    66.94
| epoch  13 |   880/ 1389 batches | lr 0.87 | ms/batch 20.08 | loss  4.05 | ppl    57.38
| epoch  13 |   890/ 1389 batches | lr 0.87 | ms/batch 20.30 | loss  4.03 | ppl    56.01
| epoch  13 |   900/ 1389 batches | lr 0.87 | ms/batch 20.41 | loss  4.14 | ppl    62.66
| epoch  13 |   910/ 1389 batches | lr 0.87 | ms/batch 20.61 | loss  4.13 | ppl    62.39
| epoch  13 |   920/ 1389 batches | lr 0.87 | ms/batch 19.74 | loss  4.06 | ppl    57.80
| epoch  13 |   930/ 1389 batches | lr 0.87 | ms/batch 20.38 | loss  4.20 | ppl    66.57
| epoch  13 |   940/ 1389 batches | lr 0.87 | ms/batch 20.21 | loss  4.15 | ppl    63.33
| epoch  13 |   950/ 1389 batches | lr 0.87 | ms/batch 20.30 | loss  4.08 | ppl    59.36
| epoch  13 |   960/ 1389 batches | lr 0.87 | ms/batch 19.99 | loss  4.08 | ppl    58.95
| epoch  13 |   970/ 1389 batches | lr 0.86 | ms/batch 20.30 | loss  4.02 | ppl    55.85
| epoch  13 |   980/ 1389 batches | lr 0.86 | ms/batch 20.57 | loss  4.03 | ppl    56.23
| epoch  13 |   990/ 1389 batches | lr 0.86 | ms/batch 19.94 | loss  4.13 | ppl    61.93
| epoch  13 |  1000/ 1389 batches | lr 0.86 | ms/batch 20.23 | loss  4.13 | ppl    62.02
| epoch  13 |  1010/ 1389 batches | lr 0.86 | ms/batch 20.19 | loss  4.10 | ppl    60.46
| epoch  13 |  1020/ 1389 batches | lr 0.86 | ms/batch 20.38 | loss  4.05 | ppl    57.38
| epoch  13 |  1030/ 1389 batches | lr 0.86 | ms/batch 20.20 | loss  3.96 | ppl    52.26
| epoch  13 |  1040/ 1389 batches | lr 0.86 | ms/batch 20.29 | loss  4.01 | ppl    55.38
| epoch  13 |  1050/ 1389 batches | lr 0.86 | ms/batch 20.50 | loss  3.89 | ppl    48.95
| epoch  13 |  1060/ 1389 batches | lr 0.86 | ms/batch 20.19 | loss  3.95 | ppl    51.82
| epoch  13 |  1070/ 1389 batches | lr 0.86 | ms/batch 20.08 | loss  4.11 | ppl    61.21
| epoch  13 |  1080/ 1389 batches | lr 0.86 | ms/batch 20.54 | loss  4.02 | ppl    55.71
| epoch  13 |  1090/ 1389 batches | lr 0.86 | ms/batch 20.53 | loss  4.10 | ppl    60.09
| epoch  13 |  1100/ 1389 batches | lr 0.86 | ms/batch 19.78 | loss  4.08 | ppl    59.09
| epoch  13 |  1110/ 1389 batches | lr 0.86 | ms/batch 20.37 | loss  4.22 | ppl    67.79
| epoch  13 |  1120/ 1389 batches | lr 0.86 | ms/batch 20.13 | loss  4.06 | ppl    58.12
| epoch  13 |  1130/ 1389 batches | lr 0.86 | ms/batch 20.40 | loss  4.11 | ppl    60.66
| epoch  13 |  1140/ 1389 batches | lr 0.86 | ms/batch 20.13 | loss  4.08 | ppl    58.97
| epoch  13 |  1150/ 1389 batches | lr 0.86 | ms/batch 20.21 | loss  4.17 | ppl    65.00
| epoch  13 |  1160/ 1389 batches | lr 0.86 | ms/batch 20.59 | loss  3.95 | ppl    51.98
| epoch  13 |  1170/ 1389 batches | lr 0.86 | ms/batch 20.14 | loss  4.04 | ppl    56.76
| epoch  13 |  1180/ 1389 batches | lr 0.86 | ms/batch 20.13 | loss  4.13 | ppl    62.11
| epoch  13 |  1190/ 1389 batches | lr 0.86 | ms/batch 20.67 | loss  4.03 | ppl    56.10
| epoch  13 |  1200/ 1389 batches | lr 0.86 | ms/batch 20.26 | loss  4.19 | ppl    66.33
| epoch  13 |  1210/ 1389 batches | lr 0.86 | ms/batch 19.85 | loss  4.25 | ppl    70.29
| epoch  13 |  1220/ 1389 batches | lr 0.86 | ms/batch 20.30 | loss  4.03 | ppl    56.20
| epoch  13 |  1230/ 1389 batches | lr 0.86 | ms/batch 20.24 | loss  4.07 | ppl    58.39
| epoch  13 |  1240/ 1389 batches | lr 0.86 | ms/batch 20.39 | loss  4.06 | ppl    57.88
| epoch  13 |  1250/ 1389 batches | lr 0.86 | ms/batch 20.25 | loss  4.07 | ppl    58.74
| epoch  13 |  1260/ 1389 batches | lr 0.86 | ms/batch 20.19 | loss  4.22 | ppl    68.09
| epoch  13 |  1270/ 1389 batches | lr 0.86 | ms/batch 20.32 | loss  4.09 | ppl    59.94
| epoch  13 |  1280/ 1389 batches | lr 0.86 | ms/batch 20.59 | loss  4.00 | ppl    54.46
| epoch  13 |  1290/ 1389 batches | lr 0.86 | ms/batch 19.93 | loss  4.03 | ppl    56.38
